name,address,mobile_number
"CENTERWELL PHARMACY, INC.","4302 WEST BUCKEYE ROAD
PHOENIX, AZ 85043
Driving directions","Phone: (800) 379-0092
Plans Accepted: Humana - MMP"
MIRACA LIFE SCIENCES INC,"4207 E COTTON CENTER BLVD
BUILDING 10
PHOENIX, AZ 85040
Driving directions","Phone: (866) 588-3280
Plans Accepted: Aetna Better Health - HealthChoice"
PATEL SHILPA M,"650 EAST PHOENIX CENTER DRIVE
PHOENIX, IL 60426
Driving directions","Phone: (708) 225-9900
Plans Accepted: Meridian Complete - MMP"
ACCUPATH DIAGNOSTIC LABORATORIES INC PHOENIX,"5005 SOUTH 40TH STREET
Suite 1100
PHOENIX, AZ 85040
Driving directions","Phone: (800) 710-1800
Plans Accepted: Meridian Health Plan - HealthChoice, YouthCare - HealthChoice"
MIRACA LIFE SCIENCES INC,"4207 E COTTON CENTER BLVD
PHOENIX, AZ 85040
Driving directions","Phone: (602) 648-8900
Plans Accepted: Aetna Better Health - HealthChoice"
"LABCORP PHOENIX
LABORATORY CORPORATION AMERICA
LABORATORY CORPORATION OF AMERICA","5005 S 40TH ST
SUITE 1200
PHOENIX, AZ 85040
Driving directions","Phone: (800) 222-7566
Plans Accepted: Aetna Better Health - HealthChoice, CountyCare Health Plan - HealthChoice, Molina Healthcare - HealthChoice"
PARKS BALLARD BARI,"713 E 142ND ST
PHOENIX, IL 60426
Driving directions","Phone: (708) 596-5177
Plans Accepted: CountyCare Health Plan - HealthChoice"
DISCOUNT DIABETIC LLC,"15255 N 40TH ST
Ste 119
PHOENIX, AZ 85032
Driving directions","Phone: (602) 648-6282
Plans Accepted: Meridian Complete - MMP"
"ACCUPATH DIAGNOSTIC LABORATORI
ACCUPATH DIAGNOSTIC LABORATORIES INC 40TH","5005 S 40TH ST
SUITE 1100
PHOENIX, AZ 85040
Driving directions","Phone: (949) 788-9114
Plans Accepted: Aetna Better Health - HealthChoice, Molina Healthcare - HealthChoice"
PATEL SHILPA M,"650 EAST PHOENIX CENTER DRIVE
PHOENIX, IL 60426
Driving directions","Phone: (708) 225-9900
Plans Accepted: Meridian Health Plan - HealthChoice"
ARMSTRONG QIANNA,"PO BOX 64568
PHOENIX, AZ 85082
Driving directions","Phone: (630) 288-6210
Plans Accepted: Meridian Health Plan - HealthChoice"
KNOX AASTA,"713 E 142ND ST
PHOENIX, IL 60426
Driving directions","Phone: (708) 596-5177
Plans Accepted: CountyCare Health Plan - HealthChoice"
ARMSTRONG QIANNA,"PO BOX 64568
PHOENIX, AZ 85082
Driving directions","Phone: (630) 288-6210
Plans Accepted: Meridian Complete - MMP"
LABORATORY CORPORATION AMERICA,"3930 E WATKINS ST
SUITE 300
PHOENIX, AZ 85034
Driving directions","Phone: (800) 222-7566
Plans Accepted: Aetna Better Health - HealthChoice"
HEARTLAND ALLIANCE HEALTH,"3050 WEST AGUA FRIA FREEWAY
Suite 150
PHOENIX, AZ 85027
Driving directions","Phone: (773) 751-4125
Plans Accepted: Meridian Health Plan - HealthChoice"
AVESIS THIRD PARTY ADMINISTRATORS INC,"3030 N CENTRAL AVE
PHOENIX, AZ 85012
Driving directions","Phone: (410) 581-8700
Plans Accepted: Molina Healthcare - MMP"
ACCUPATH DIAGNOSTIC LABORATORI,"5005 S 40TH ST STE 1100
PHOENIX, AZ 85040
Driving directions","Phone: (800) 222-7566
Plans Accepted: Meridian Health Plan - HealthChoice"
ACCUPATH DIAGNOSTIC LABORATORIES INC,"5005 S 40TH ST STE 1100
PHOENIX, AZ 85040
Driving directions","Phone: (800) 222-7566
Plans Accepted: Aetna Better Health - MMP"
"SYMBIUS MEDICAL, LLC","2311 WEST UTOPIA ROAD
PHOENIX, AZ 85027
Driving directions","Phone: (623) 780-8686
Plans Accepted: Meridian Complete - MMP"
ABIAD HOMER DE GUIA,"650 EAST PHOENIX CENTER DRIVE
PHOENIX, IL 60426
Driving directions","Phone: (708) 225-9900
Plans Accepted: Meridian Complete - MMP"
ABIAD HOMER DE GUIA,"650 EAST PHOENIX CENTER DRIVE
PHOENIX, IL 60426
Driving directions","Phone: (708) 225-9900
Plans Accepted: Meridian Health Plan - HealthChoice"
PRN MEDICAL SERVICES LLC,"20333 N 19TH AVE
SUITE 101
PHOENIX, AZ 85027
Driving directions","Phone: (623) 780-8686
Plans Accepted: Aetna Better Health - HealthChoice"
SYMBIUS MEDICAL,"2311 W UTOPIA RD
PHOENIX, AZ 85027
Driving directions","Phone: (623) 780-8686
Plans Accepted: Meridian Complete - MMP"
"ACCUPATH DIAGNOSTIC LABORATORIES INC PHOENIX
ACCUPATH DIAGNOSTIC LABORATORIES INC 40TH","5005 S 40TH STREET
Suite 1100
PHOENIX, AZ 85040
Driving directions","Phone: (800) 710-1800
Plans Accepted: Meridian Complete - MMP, Molina Healthcare - MMP"
AVESIS VISION THIRD PARTY ADMINISTRATORS,"10400 N 25TH AVE
STE 200
PHOENIX, AZ 85021
Driving directions","Phone: (410) 581-8700
Plans Accepted: Molina Healthcare - MMP"
LABCORP PHOENIX,"5005 S 40TH ST
STE 1200
PHOENIX, AZ 85040
Driving directions","Phone: (800) 788-9743
Plans Accepted: Molina Healthcare - MMP"
"SYMBIUS MEDICAL LLC
PRN MEDICAL SERVICES LLC","2311 W UTOPIA RD
PHOENIX, AZ 85027
Driving directions","Phone: (623) 780-8686
Plans Accepted: Aetna Better Health - HealthChoice, Meridian Health Plan - HealthChoice"
