name,address,mobile_number
INVITAE CORPORATION,"310 GODDARD STE 150
IRVINE, CA 92618
Driving directions","Phone: (800) 436-3037
Plans Accepted: Aetna Better Health - MMP"
"GORDIAN MEDICAL INC DBA AMERICAN MEDICAL TECHNOLOG
GORDIAN MEDICAL INC.
GORDIAN MEDICAL INC
AMERICAN MEDICAL TECHNOLOGIES","17595 CARTWRIGHT RD
IRVINE, CA 92614
Driving directions","Phone: (800) 232-9266
Plans Accepted: Aetna Better Health - HealthChoice, CountyCare Health Plan - HealthChoice, Meridian Health Plan - HealthChoice, Molina Healthcare - HealthChoice, YouthCare - HealthChoice"
NEOGENOMICS LABORATORIES INC,"5 JENNER ST
STE 100
IRVINE, CA 92618
Driving directions","Phone: (866) 776-5907
Plans Accepted: Blue Cross Community Health Plans - HealthChoice"
BRIDGE DIAGNOSTICS LLC,"110 THEORY
Suite 110
IRVINE, CA 92617
Driving directions","Phone: (800) 803-1611
Plans Accepted: Meridian Health Plan - HealthChoice, YouthCare - HealthChoice"
HAEBICH JOHN,"17595 CARTWRIGHT ROAD
IRVINE, CA 92614
Driving directions","Phone: (714) 556-0200
Plans Accepted: Meridian Complete - MMP"
INVITAE CORPORATION,"5 TECHNOLOGY DRIVE
IRVINE, CA 92618
Driving directions","Phone: (800) 436-3037
Plans Accepted: Meridian Complete - MMP, Molina Healthcare - MMP"
GENETIC TECHNOLOGICAL INNOVATI,"15440 LAGUNA CANYON RD
Ste 260
IRVINE, CA 92618
Driving directions","Phone: (602) 390-7916
Plans Accepted: Meridian Health Plan - HealthChoice"
"VANTARI GENETICS
GENETIC TECHNOLOGICAL INNOVATIONS, LLC","15440 LAGUNA CANYON ROAD
Suite 260
IRVINE, CA 92618
Driving directions","Phone: (949) 336-5391
Plans Accepted: Meridian Complete - MMP"
INVITAE CORPORATION,"5 TECHNOLOGY DR
IRVINE, CA 92618
Driving directions","Phone: (800) 436-3037
Plans Accepted: Molina Healthcare - HealthChoice"
"GORDIAN MEDICAL INC.
AMERICAN MEDICAL TECHNOLOGIES
GORDIAN MEDICAL INC","17595 CARTWRIGHT RD
IRVINE, CA 92614
Driving directions","Phone: (800) 232-9266
Plans Accepted: Meridian Complete - MMP, Molina Healthcare - MMP"
EXCELTOX LABORATORIES LLC,"9805 RESEARCH DR
IRVINE, CA 92618
Driving directions","Phone: (877) 202-7019
Plans Accepted: Aetna Better Health - MMP"
